We are in the process of pulling some of this duplicate code to the upper layers of hierarchy see AbstractSharedClusterTest for example So I didn t want to interfere with the process by creating non compatible abstraction layer on the test level,design
andy pulled it into 2 0 5 today,general
obj name Double is the canonical method,general
i will write a comment to mention that this is intentional,general
Thank you for contributing,general
okay will rebranch it again and put the link,general
thanks just pushed an attempted fix,general
erh I think it would be better to have a look at the test cases I have written The commit message isn t very good I ll certainly agree to that,general
iI means with that specific word it has several spaces which I imagine will break stuff It should probably have been on a new line,general
Thank you At first glance these look like good changes We will do some further review and testing,general
Well original CHECK is not fatal Do you really think this should be changed And I m not familiar with MongoDB s codebase what does verify do,general
what s timeout value you set in your system,general
We should think about storing a reference to search field so we can move methods like this to AbstractChosen,design
You can make it easy to see these in git as follows,general
Hey How about creating an external client because this class is not really meant to be used directly anyway,design
I am using the cleaner approach in peregrine and it is working well the only caveat is using a ByteBuffer that has been closed will cause the VM to segfault Putting a facade in front of it can prevent this from happening though if you first check for an isClosed state,design
now I think that disbanding shouldnt be in TeleportToBGEntryPoint anyway it just doesnt belong there should be redesigned I guess,design
hmm I have issue in my server when server crashes or players net or client game crashes,general
remove the last comma,general
Not the client only the character,general
This is the wrong place to wire it Since it has to do with dispatch logic it should not be in the ViewManager,design
Hm I just copied and pasted it and then tested ingame and all worked fine Maybe just an display formatting mistake,general
If a change solve many problems for 99 of users and change behavior for 1 of them because there is a workaround I think this is a saving change,general
wtf form is freezing fix please,general
I don t think this code belongs in the main dialog Can we move it to updatedialog,design
this shouldnt be here got some work to move it to the right place,general
Awesome Shauren keep up the good work,general
Couldn t you always use the controller request That request object should be passed into the view as well,design
Any intention of merging this It d be a super handy feature for dealing with timeStart timeEnd type problems upserting aggregates,design
40708e54a41f833933d748383d563cf7c9092744 applies your commit sorry for the wait Thank you for contributing,general
At present you can use this class as a CB class that only expresses externally as the Bukkit interface ChunkSnapshot,design
achiavelli fix you commit trouble eye,general
Hi Thanks for pointing this out We re determining the best course of action and will address this issue in an upcoming,general
mhm works for all ranks Black Ice,general
It might make sense to keep a ControllerLoaderFactory in place that simply extends the ControllerManagerFactory We would not register the factory but that way if somebody was extending it it would continue to work,design
Attach crashlog pls I compile under x64 Ubuntu,general
I think we could just make the counters members of the class and construct a BSONObj on the fly when getObj is called rather than keeping the object around,design
I would also like to see this method not get overriden in the future,design
But as a generic container one can make your own class that implements the ChunkSnapshot interface just as easily the value IMHO is in being able to tweak or manipulate the snapshot without having to copy all the data into another container,design
tests look reasonable to me but hard to tell for sure w o running them since they seem more descriptive than prescriptive,general
Applying the SRP should be done in other classes of the code as well However I recommend to do a two step approach next time 1 Factor out the code but still provide the deprecated functions which simply delegate to the new functions Mark the deprecated functions as such 2 After some grace period remove the deprecated functions This would give others the time to adapt to the new design architecture,design
IanWhalen I noticed this was lingering so I rebased it atop master I had hoped it was trivial enough to merge through GitHub,general
Target param here is wrong fix incoming,general
is the newest rev still unstable,general
Put the space in please,general
No need a git rebase i would be fine,general
You are assuming that AHBot will use a Player account even if it is generated in runtime,general
tested fixed the problem,general
should I open a codereview issue on it,general
you can try to solve this issue and remove this hack Pall spells with this problem are channeled spell,general
I guess it doesn t make sense to print buf if it got truncated So that part seems fine to me,general
It will make no difference,general
This is not fixing anything it s just a cleanup and a favor for devs,general
i have to leave so ill fix that later,general
Yes and it froze my character,general
If you would like to resume work on this please sign the contributor agreement,general
what s wrong with assert it works doesnt it,general
will be fixed tomorrow,general
Using a PlayerScripts here would be better than this class,design
diavolb your comment is useless without crashlog,general
Fix a server crash and small issue related to casting Blink,general
Only implementation of the interface needs to be changed to accomodate for those differences,design
He stopped attacking and my greater healing aura 1908 stop working but I still got attacked,general
Stupid question this does nothing about the interrupt visual that mobs that channel possess when interrupted correct,general
This is wrong The slow attack effects will stack if you remove this rule,general
Later some flag (build time or runtime) could be added for making unit-testing possible.,design
why convert you not in creature text,general
i believe SetHitDamage doesnt work in SpellEffectFn you should use it in OnHit class,design
Forms again began to freez druids shadow priest sorry my bad english,general
Patch updated minor code style cleanup,general
if you really wanna contribute create pull requests,general
Yeah also moved BattlefieldHandler to the place it belongs Forgot to mention it,design
No your reasoning makes sense I don t recall if the shell supports CTRL R for searching the history but if it ever does users would be surprised not to be able to search for their quit command,general
read also patch info,general
Could not find the file in MaNGOS s sourcetree Aokromes pointed it out,general
Another 1 on this Very helpful Thanks,general
This commit is wrong unless you are comming from future,general
remove the empty line,general
Review it to know it it was sitting on tracker for weeks,general
this pull request can be closed,general
This dosent fix anything same issue remain,general
No luck some freezes remains,general
These 3 ifs can be replaced with if icewall,general
why does this test need to load this it should not be calling this method,general
does it fix these short client freezes,general
Hi Benedikt Two months have passed since our last discussion so I am closing this pull request due to inactivity,general
you have to multiply the currency amount 100,general
Is there a reason you put slaveOk in the middle rather than the end so we can preserve backwards compatibility,design
So the solution for my problem would be to create a facade for the all uses of Process,design
There is already a fix in mongodb repository,general
indeed you are right,general
We can build a facade for askDocComment,design
That wont happen not at least by my hand,general
It s not working so stop saying that,general
I see Can you make a feature request and link this pull request,general
great work,general
Why capital version of x,general
avalable available think,general
I wanna be like A Methaphysical Drama spells always are like a new world to discover for me,general
it should all be opt in some facade to have previous behavior I guess,design
Just wondering why you call it attempt didnt you test it yourself,general
ubuntu 10 04 users can use init version without any problem,general
What we want to change is primarily Update all maps in the same updater on the same level instead of the wicked design where MapInstanced inherits from Battleground classes with BattlegroundMap and update Battlegrounds in the same fashion as other,design
You are right expire bonus fixed,general
regex patterns must have BSON regex or string type,general
OK Matt Done,general
Possible to have the list of tweaks Need to try compilation under OS X,general
Also did some more hungarian notation cleanup when I noticed it charminfo mostly,general
I also have doubts about this not only creatures can be vehicles players can too In fact IsVehicle is member of Unit class,general
You should likely define a factory for the DbSelect adapter instead Having conditional logic based on type is a recipe for problems,design
Anything holding this back,general
Why did you remove these assertions Since they seem to work for everyone else it s safer to first assume there s something wrong on your setup and that we should figure out what that is,design
Ability to remove stale entries in fs files would be very useful,general
Just checking in anything that needs fixing,general
